priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
1811,1911,Do international resources configure SMEs' sustainable performance in the digital era? Evidence from Pakistan,"Xin, Yongrong; Khan, Rizwan Ullah; Dagar, Vishal; Qian, Fang",2023,RESOURCES POLICY,10.1016/j.resourpol.2022.103169,https://doi.org/10.1016/j.resourpol.2022.103169,https://scholar.google.com/scholar?q=Do%20international%20resources%20configure%20SMEs%27%20sustainable%20performance%20in%20the%20digital%20era%3F%20Evidence%20from%20Pakistan,https://openalex.org/works?search=Do%20international%20resources%20configure%20SMEs%27%20sustainable%20performance%20in%20the%20digital%20era%3F%20Evidence%20from%20Pakistan,https://api.unpaywall.org/v2/10.1016%2Fj.resourpol.2022.103169,,,,Y,,,,,,,,,,,,,,,,,source:wos,0,doi_found,3,,3,composite,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1812,1912,Heterogeneity and influence factors of carbon productivity: Evidence from Chinese manufacturing enterprises,"Wang, Xinzi; Wang, Shuai; Zhang, Xuanxuan",2023,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2023.136938,https://doi.org/10.1016/j.jclepro.2023.136938,https://scholar.google.com/scholar?q=Heterogeneity%20and%20influence%20factors%20of%20carbon%20productivity%3A%20Evidence%20from%20Chinese%20manufacturing%20enterprises,https://openalex.org/works?search=Heterogeneity%20and%20influence%20factors%20of%20carbon%20productivity%3A%20Evidence%20from%20Chinese%20manufacturing%20enterprises,https://api.unpaywall.org/v2/10.1016%2Fj.jclepro.2023.136938,,,,UNSURE,,,,,,,,,,,,,,,,,source:multi,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1813,1913,FDI or International-Trade-Driven Green Growth of 24 Korean Manufacturing Industries? Evidence from Heterogeneous Panel Based on Non-Causality Test,"Wang, Mengzhen; Ding, Xingong; Choi, Baekryul",2023,SUSTAINABILITY,10.3390/su15075753,https://doi.org/10.3390/su15075753,https://scholar.google.com/scholar?q=FDI%20or%20International-Trade-Driven%20Green%20Growth%20of%2024%20Korean%20Manufacturing%20Industries%3F%20Evidence%20from%20Heterogeneous%20Panel%20,https://openalex.org/works?search=FDI%20or%20International-Trade-Driven%20Green%20Growth%20of%2024%20Korean%20Manufacturing%20Industries%3F%20Evidence%20from%20Heterogeneous%20Panel%20,https://api.unpaywall.org/v2/10.3390%2Fsu15075753,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1814,1914,INSIDE ENTREPRENEURIAL ORIENTATION: DO RISK-TAKING AND INNOVATIVENESS INFLUENCE PROACTIVENESS?,"Wach, Krzysztof; Maciejewski, Marek; Glodowska, Agnieszka",2023,ECONOMICS & SOCIOLOGY,10.14254/2071-789x.2023/16-1/11,https://doi.org/10.14254/2071-789x.2023/16-1/11,https://scholar.google.com/scholar?q=INSIDE%20ENTREPRENEURIAL%20ORIENTATION%3A%20DO%20RISK-TAKING%20AND%20INNOVATIVENESS%20INFLUENCE%20PROACTIVENESS%3F,https://openalex.org/works?search=INSIDE%20ENTREPRENEURIAL%20ORIENTATION%3A%20DO%20RISK-TAKING%20AND%20INNOVATIVENESS%20INFLUENCE%20PROACTIVENESS%3F,https://api.unpaywall.org/v2/10.14254%2F2071-789x.2023%2F16-1%2F11,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1815,1915,"Captive Offshoring, Innovation and Market Diffusion: Evidence from the Swedish Community Innovation Survey","Schubert, Torben",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01329-2,https://doi.org/10.1007/s13132-023-01329-2,https://scholar.google.com/scholar?q=Captive%20Offshoring%2C%20Innovation%20and%20Market%20Diffusion%3A%20Evidence%20from%20the%20Swedish%20Community%20Innovation%20Survey,https://openalex.org/works?search=Captive%20Offshoring%2C%20Innovation%20and%20Market%20Diffusion%3A%20Evidence%20from%20the%20Swedish%20Community%20Innovation%20Survey,https://api.unpaywall.org/v2/10.1007%2Fs13132-023-01329-2,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1816,1916,Early internationalisation of entrepreneurial firms: the role of artificial intelligence enhanced business models,"Arshi, Tahseen Anwer; Rao, Venkoba; Begum, Vazeerjan; Capar, Nejat",2022,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,10.1504/jibed.2022.10055241,https://doi.org/10.1504/jibed.2022.10055241,https://scholar.google.com/scholar?q=Early%20internationalisation%20of%20entrepreneurial%20firms%3A%20the%20role%20of%20artificial%20intelligence%20enhanced%20business%20models,https://openalex.org/works?search=Early%20internationalisation%20of%20entrepreneurial%20firms%3A%20the%20role%20of%20artificial%20intelligence%20enhanced%20business%20models,https://api.unpaywall.org/v2/10.1504%2Fjibed.2022.10055241,,,,UNSURE,,,,,,,,,,,,,,,,,source:multi,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1817,1917,R&D alliances and SMEs post-entry internationalization speed: The impact of alliance management capability and co-innovation ambidexterity,"Zahoor, Nadia; Al-Tabbaa, Omar; Khan, Zaheer",2023,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1481,https://doi.org/10.1002/gsj.1481,https://scholar.google.com/scholar?q=R%26D%20alliances%20and%20SMEs%20post-entry%20internationalization%20speed%3A%20The%20impact%20of%20alliance%20management%20capability%20and%20co-innova,https://openalex.org/works?search=R%26D%20alliances%20and%20SMEs%20post-entry%20internationalization%20speed%3A%20The%20impact%20of%20alliance%20management%20capability%20and%20co-innova,https://api.unpaywall.org/v2/10.1002%2Fgsj.1481,,,,N_title,,,,,,,,,,,,,,,,,source:wos,,doi_found,,,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1818,1918,Blood and Water: Information Technology Investment and Control in Family-owned Businesses,"Kathuria, Abhishek; Karhade, Prasanna P.; Ning, Xue (Nancy); Konsynski, Benn R.",2023,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10.1080/07421222.2023.2172770,https://doi.org/10.1080/07421222.2023.2172770,https://scholar.google.com/scholar?q=Blood%20and%20Water%3A%20Information%20Technology%20Investment%20and%20Control%20in%20Family-owned%20Businesses,https://openalex.org/works?search=Blood%20and%20Water%3A%20Information%20Technology%20Investment%20and%20Control%20in%20Family-owned%20Businesses,https://api.unpaywall.org/v2/10.1080%2F07421222.2023.2172770,,,,Y,,,,,,,,,,,,,,,,,source:wos,,doi_found,3,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",3,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1819,1919,How outward FDIs affect income: experiences from Chinese city-regions,"Yang, Ruilin; Bathelt, Harald",2023,ZFW-ADVANCES IN ECONOMIC GEOGRAPHY,10.1515/zfw-2023-0001,https://doi.org/10.1515/zfw-2023-0001,https://scholar.google.com/scholar?q=How%20outward%20FDIs%20affect%20income%3A%20experiences%20from%20Chinese%20city-regions,https://openalex.org/works?search=How%20outward%20FDIs%20affect%20income%3A%20experiences%20from%20Chinese%20city-regions,https://api.unpaywall.org/v2/10.1515%2Fzfw-2023-0001,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1820,1920,Post-Brexit: Do board interlocks make banks take similar relocation decisions?,"Panitz, Robert; Glueckler, Johannes",2023,ZFW-ADVANCES IN ECONOMIC GEOGRAPHY,10.1515/zfw-2021-0043,https://doi.org/10.1515/zfw-2021-0043,https://scholar.google.com/scholar?q=Post-Brexit%3A%20Do%20board%20interlocks%20make%20banks%20take%20similar%20relocation%20decisions%3F,https://openalex.org/works?search=Post-Brexit%3A%20Do%20board%20interlocks%20make%20banks%20take%20similar%20relocation%20decisions%3F,https://api.unpaywall.org/v2/10.1515%2Fzfw-2021-0043,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1821,1921,On the Direct and Indirect Effects of ICT on SMEs Export Performance: Evidence from Colombian Manufacturing,"Gomez-Sanchez, Andres Mauricio; Castillejo, Juan Manez A.; Sanchis-Llopis, Juan Alberto",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01378-7,https://doi.org/10.1007/s13132-023-01378-7,https://scholar.google.com/scholar?q=On%20the%20Direct%20and%20Indirect%20Effects%20of%20ICT%20on%20SMEs%20Export%20Performance%3A%20Evidence%20from%20Colombian%20Manufacturing,https://openalex.org/works?search=On%20the%20Direct%20and%20Indirect%20Effects%20of%20ICT%20on%20SMEs%20Export%20Performance%3A%20Evidence%20from%20Colombian%20Manufacturing,https://api.unpaywall.org/v2/10.1007%2Fs13132-023-01378-7,Y,,unpaywall,Y,,,,,,,,,,,,,,,,,source:wos,0,doi_found,2,,3,composite,,,,,,,,,,,,,,,https://link.springer.com/content/pdf/10.1007/s13132-023-01378-7.pdf,1_DOI_FIRST,,,,
1822,1922,"ICT Investment, Adoption of ISO 14000 Certification, and Export Performance in Indian Manufacturing Plants","Goldar, Bishwanath",2023,JOURNAL OF QUANTITATIVE ECONOMICS,10.1007/s40953-023-00350-1,https://doi.org/10.1007/s40953-023-00350-1,https://scholar.google.com/scholar?q=ICT%20Investment%2C%20Adoption%20of%20ISO%2014000%20Certification%2C%20and%20Export%20Performance%20in%20Indian%20Manufacturing%20Plants,https://openalex.org/works?search=ICT%20Investment%2C%20Adoption%20of%20ISO%2014000%20Certification%2C%20and%20Export%20Performance%20in%20Indian%20Manufacturing%20Plants,https://api.unpaywall.org/v2/10.1007%2Fs40953-023-00350-1,,,,Y,,,,,,,,,,,,,,,,,source:wos,0,doi_found,3,,3,composite,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1823,1923,The Lights and Shadows of Family Involvement in Small and Medium-Sized Firms,"Martin-Hidalgo, Fernando A.; Herrero, Ines; Perez-Luno, Ana",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01233-9,https://doi.org/10.1007/s13132-023-01233-9,https://scholar.google.com/scholar?q=The%20Lights%20and%20Shadows%20of%20Family%20Involvement%20in%20Small%20and%20Medium-Sized%20Firms,https://openalex.org/works?search=The%20Lights%20and%20Shadows%20of%20Family%20Involvement%20in%20Small%20and%20Medium-Sized%20Firms,https://api.unpaywall.org/v2/10.1007%2Fs13132-023-01233-9,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1824,1924,"Social capital, trust, and bank tail risk: The value of ESG rating and the effects of crisis shocks","Trinh, Vu Quang; Cao, Ngan Duong; Li, Teng; Elnahass, Marwa",2023,JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,10.1016/j.intfin.2023.101740,https://doi.org/10.1016/j.intfin.2023.101740,https://scholar.google.com/scholar?q=Social%20capital%2C%20trust%2C%20and%20bank%20tail%20risk%3A%20The%20value%20of%20ESG%20rating%20and%20the%20effects%20of%20crisis%20shocks,https://openalex.org/works?search=Social%20capital%2C%20trust%2C%20and%20bank%20tail%20risk%3A%20The%20value%20of%20ESG%20rating%20and%20the%20effects%20of%20crisis%20shocks,https://api.unpaywall.org/v2/10.1016%2Fj.intfin.2023.101740,,,,N_abstract,,,,,,,,,,,,,,,,,source:wos,,doi_found,,,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1825,1925,Are formal institutions ineffective for firm performance? Evidence from the economic community of West African States,"Haini, Hazwan; Baha, Roslee; Wei Loon, Pang",2023,INTERNATIONAL JOURNAL OF SOCIOLOGY AND SOCIAL POLICY,10.1108/ijssp-04-2023-0089,https://doi.org/10.1108/ijssp-04-2023-0089,https://scholar.google.com/scholar?q=Are%20formal%20institutions%20ineffective%20for%20firm%20performance%3F%20Evidence%20from%20the%20economic%20community%20of%20West%20African%20States,https://openalex.org/works?search=Are%20formal%20institutions%20ineffective%20for%20firm%20performance%3F%20Evidence%20from%20the%20economic%20community%20of%20West%20African%20States,https://api.unpaywall.org/v2/10.1108%2Fijssp-04-2023-0089,,,,Y,,,,,,,,,,,,,,fsts,,,source:multi,0,doi_found,,,3,composite,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1826,1926,Foreign Versus Local Ownership and Performance in Eastern Versus Western EU: A Random Forest Application,"Horobet, Alexandra; Popovici, Oana Cristina; Bulai, Vlad; Belascu, Lucian; Rosca, Eugen",2023,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,10.5755/j01.ee.34.2.29499,https://doi.org/10.5755/j01.ee.34.2.29499,https://scholar.google.com/scholar?q=Foreign%20Versus%20Local%20Ownership%20and%20Performance%20in%20Eastern%20Versus%20Western%20EU%3A%20A%20Random%20Forest%20Application,https://openalex.org/works?search=Foreign%20Versus%20Local%20Ownership%20and%20Performance%20in%20Eastern%20Versus%20Western%20EU%3A%20A%20Random%20Forest%20Application,https://api.unpaywall.org/v2/10.5755%2Fj01.ee.34.2.29499,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1827,1927,Managerial foreign experience and corporate risk-taking: Evidence from China,"Sun, Zixiong; Anderson, Hamish; Chi, Jing",2023,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,10.1016/j.irfa.2023.102525,https://doi.org/10.1016/j.irfa.2023.102525,https://scholar.google.com/scholar?q=Managerial%20foreign%20experience%20and%20corporate%20risk-taking%3A%20Evidence%20from%20China,https://openalex.org/works?search=Managerial%20foreign%20experience%20and%20corporate%20risk-taking%3A%20Evidence%20from%20China,https://api.unpaywall.org/v2/10.1016%2Fj.irfa.2023.102525,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1828,1928,"Managing Technological Innovation: Dynamic Capabilities, Collaborative Innovation, and Born-Digital SMEs' Performance","Pundziene, Asta; Geryba, Lukas",2024,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,10.1109/tem.2023.3281722,https://doi.org/10.1109/tem.2023.3281722,https://scholar.google.com/scholar?q=Managing%20Technological%20Innovation%3A%20Dynamic%20Capabilities%2C%20Collaborative%20Innovation%2C%20and%20Born-Digital%20SMEs%27%20Performance,https://openalex.org/works?search=Managing%20Technological%20Innovation%3A%20Dynamic%20Capabilities%2C%20Collaborative%20Innovation%2C%20and%20Born-Digital%20SMEs%27%20Performance,https://api.unpaywall.org/v2/10.1109%2Ftem.2023.3281722,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1829,1929,The influence of founders' membership status on transgenerational succession intention in family business: Evidence from China,"Niu, Zhiyong; Pei, Hongzhou; Sheng, Wei; Wu, Yani",2024,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-023-09895-4,https://doi.org/10.1007/s10490-023-09895-4,https://scholar.google.com/scholar?q=The%20influence%20of%20founders%27%20membership%20status%20on%20transgenerational%20succession%20intention%20in%20family%20business%3A%20Evidence%20from,https://openalex.org/works?search=The%20influence%20of%20founders%27%20membership%20status%20on%20transgenerational%20succession%20intention%20in%20family%20business%3A%20Evidence%20from,https://api.unpaywall.org/v2/10.1007%2Fs10490-023-09895-4,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1830,1930,"Internationalisation, employment generation and wage premia: evidence from Indian manufacturing firms","Aggarwal, Anshul; Sharma, Chandan",2023,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3936,https://doi.org/10.1002/mde.3936,https://scholar.google.com/scholar?q=Internationalisation%2C%20employment%20generation%20and%20wage%20premia%3A%20evidence%20from%20Indian%20manufacturing%20firms,https://openalex.org/works?search=Internationalisation%2C%20employment%20generation%20and%20wage%20premia%3A%20evidence%20from%20Indian%20manufacturing%20firms,https://api.unpaywall.org/v2/10.1002%2Fmde.3936,,,,Y,,,,,,,,,,,,,,,,,source:wos,,doi_found,3,"auto_abstract:quantitative_method,quantitative_stat",3,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1831,1931,The role of servitization in international entrepreneurship: An analysis for Spanish manufacturing firms,"Corcoles, David; Diaz-Mora, Carmen; Gandoy, Rosario; Triguero, Angela",2023,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,,https://scholar.google.com/scholar?q=The%20role%20of%20servitization%20in%20international%20entrepreneurship%3A%20An%20analysis%20for%20Spanish%20manufacturing%20firms,https://openalex.org/works?search=The%20role%20of%20servitization%20in%20international%20entrepreneurship%3A%20An%20analysis%20for%20Spanish%20manufacturing%20firms,,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,no_doi,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,2_NO_DOI_MANUAL,,,,
1832,1932,Driving smartness for organizational performance through Industry 4.0: a systems perspective,"Abiodun, Temitayo Seyi; Rampersad, Giselle; Brinkworth, Russell",2023,JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT,10.1108/jmtm-09-2022-0335,https://doi.org/10.1108/jmtm-09-2022-0335,https://scholar.google.com/scholar?q=Driving%20smartness%20for%20organizational%20performance%20through%20Industry%204.0%3A%20a%20systems%20perspective,https://openalex.org/works?search=Driving%20smartness%20for%20organizational%20performance%20through%20Industry%204.0%3A%20a%20systems%20perspective,https://api.unpaywall.org/v2/10.1108%2Fjmtm-09-2022-0335,,,,N_abstract,,,,,,,,,,,,,,,,,source:multi,,doi_found,,,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1833,1933,Entrepreneurial passion and family SMEs internationalization success: examining the moderating effect of the adversity of fragile countries,"Jneid, Cherine",2024,SOCIAL RESPONSIBILITY JOURNAL,10.1108/srj-01-2023-0003,https://doi.org/10.1108/srj-01-2023-0003,https://scholar.google.com/scholar?q=Entrepreneurial%20passion%20and%20family%20SMEs%20internationalization%20success%3A%20examining%20the%20moderating%20effect%20of%20the%20adversity%20o,https://openalex.org/works?search=Entrepreneurial%20passion%20and%20family%20SMEs%20internationalization%20success%3A%20examining%20the%20moderating%20effect%20of%20the%20adversity%20o,https://api.unpaywall.org/v2/10.1108%2Fsrj-01-2023-0003,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1834,1934,The Interplay of Formal Institutional and Cultural Distances and the Financial Performance of Foreign Subsidiaries in Latin America,"da Cunha, Henrique Correa; Amal, Mohamed; Andersson, Svante; Floriani, Dinora Eliete; Farrell, Carlyle",2023,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,10.3390/ijfs11020080,https://doi.org/10.3390/ijfs11020080,https://scholar.google.com/scholar?q=The%20Interplay%20of%20Formal%20Institutional%20and%20Cultural%20Distances%20and%20the%20Financial%20Performance%20of%20Foreign%20Subsidiaries%20in%20La,https://openalex.org/works?search=The%20Interplay%20of%20Formal%20Institutional%20and%20Cultural%20Distances%20and%20the%20Financial%20Performance%20of%20Foreign%20Subsidiaries%20in%20La,https://api.unpaywall.org/v2/10.3390%2Fijfs11020080,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1835,1935,"Digitalization, internationalization, and firm performance: A resource-orchestration perspective on new OLI advantages","Bhandari, Krishna Raj; Zamborsky, Peter; Ranta, Mikko; Salo, Jari",2023,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102135,https://doi.org/10.1016/j.ibusrev.2023.102135,https://scholar.google.com/scholar?q=Digitalization%2C%20internationalization%2C%20and%20firm%20performance%3A%20A%20resource-orchestration%20perspective%20on%20new%20OLI%20advantages,https://openalex.org/works?search=Digitalization%2C%20internationalization%2C%20and%20firm%20performance%3A%20A%20resource-orchestration%20perspective%20on%20new%20OLI%20advantages,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2023.102135,URL,,unpaywall_repo,Y,,,,,,,,,,,,,,,,,source:multi,0,doi_found,,,3,composite,,,,,,,,,,,,,,,https://doi.org/10.1016/j.ibusrev.2023.102135,1_DOI_FIRST,,,,
1836,1936,Do National Export Promotion Programs in Indonesia support export competitiveness?,"Heriqbaldi, Unggul; Esquivias, Miguel Angel; Samudro, Bhimo Rizky; Widodo, Wahyu",2023,HELIYON,10.1016/j.heliyon.2023.e16918,https://doi.org/10.1016/j.heliyon.2023.e16918,https://scholar.google.com/scholar?q=Do%20National%20Export%20Promotion%20Programs%20in%20Indonesia%20support%20export%20competitiveness%3F,https://openalex.org/works?search=Do%20National%20Export%20Promotion%20Programs%20in%20Indonesia%20support%20export%20competitiveness%3F,https://api.unpaywall.org/v2/10.1016%2Fj.heliyon.2023.e16918,Y,,unpaywall,Y,,,,,,,,,,,,,,,,,source:wos,0,doi_found,3,,3,,,,,,,,,,,,,,,,http://www.cell.com/article/S2405844023041257/pdf,1_DOI_FIRST,,,,
1837,1937,Colocation as network: Types and performance implications of structural positions in colocation network,"Kim, Minyoung; Oh, Chang Hoon; Han, Jukyeong",2024,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-023-00629-8,https://doi.org/10.1057/s41267-023-00629-8,https://scholar.google.com/scholar?q=Colocation%20as%20network%3A%20Types%20and%20performance%20implications%20of%20structural%20positions%20in%20colocation%20network,https://openalex.org/works?search=Colocation%20as%20network%3A%20Types%20and%20performance%20implications%20of%20structural%20positions%20in%20colocation%20network,https://api.unpaywall.org/v2/10.1057%2Fs41267-023-00629-8,,,,UNSURE,,,,,,,,,,,,,,,,,source:multi,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1838,1938,Digital resilience and firm internationalization: a study of Chinese listed companies,"Li, Zhaochen; Xu, Zimu; Sukumar, Arun",2024,JOURNAL OF ENTERPRISE INFORMATION MANAGEMENT,,,https://scholar.google.com/scholar?q=Digital%20resilience%20and%20firm%20internationalization%3A%20a%20study%20of%20Chinese%20listed%20companies,https://openalex.org/works?search=Digital%20resilience%20and%20firm%20internationalization%3A%20a%20study%20of%20Chinese%20listed%20companies,,,,,UNSURE,,,,,,,,,,,,,,,,,source:multi,,no_doi,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,2_NO_DOI_MANUAL,,,,
1839,1939,Foreign direct investment and employee income share: Firm-level evidence,"Feng, Ya; Wen, Junqi",2023,FINANCE RESEARCH LETTERS,10.1016/j.frl.2023.103893,https://doi.org/10.1016/j.frl.2023.103893,https://scholar.google.com/scholar?q=Foreign%20direct%20investment%20and%20employee%20income%20share%3A%20Firm-level%20evidence,https://openalex.org/works?search=Foreign%20direct%20investment%20and%20employee%20income%20share%3A%20Firm-level%20evidence,https://api.unpaywall.org/v2/10.1016%2Fj.frl.2023.103893,,,,UNSURE,,,,,,,,,,,,,,,,,source:multi,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1840,1940,The impact of board of directors' characteristics on the internationalization of family SMEs,"Pongelli, Claudia; Majocchi, Antonio; Bauweraerts, Jonathan; Sciascia, Salvatore; Caroli, Matteo; Verbeke, Alain",2023,JOURNAL OF WORLD BUSINESS,,,https://scholar.google.com/scholar?q=The%20impact%20of%20board%20of%20directors%27%20characteristics%20on%20the%20internationalization%20of%20family%20SMEs,https://openalex.org/works?search=The%20impact%20of%20board%20of%20directors%27%20characteristics%20on%20the%20internationalization%20of%20family%20SMEs,,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,no_doi,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,2_NO_DOI_MANUAL,,,,
1841,1941,Architecture and Evaluation of an Advanced Legal Information Platform-Enhancing Productivity of Modern Legal Work,"Alexopoulos, Charalampos; Loukis, Euripidis; Virkar, Shefali",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01415-5,https://doi.org/10.1007/s13132-023-01415-5,https://scholar.google.com/scholar?q=Architecture%20and%20Evaluation%20of%20an%20Advanced%20Legal%20Information%20Platform-Enhancing%20Productivity%20of%20Modern%20Legal%20Work,https://openalex.org/works?search=Architecture%20and%20Evaluation%20of%20an%20Advanced%20Legal%20Information%20Platform-Enhancing%20Productivity%20of%20Modern%20Legal%20Work,https://api.unpaywall.org/v2/10.1007%2Fs13132-023-01415-5,,,,N_abstract,,,,,,,,,,,,,,,,,source:multi,,doi_found,,,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1842,1942,Technological knowledge intensity and entry modes in the European automotive industry,"Buigues, Pierre-Andre; Lacoste, Denis",2023,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2023.131703,https://doi.org/10.1504/ejim.2023.131703,https://scholar.google.com/scholar?q=Technological%20knowledge%20intensity%20and%20entry%20modes%20in%20the%20European%20automotive%20industry,https://openalex.org/works?search=Technological%20knowledge%20intensity%20and%20entry%20modes%20in%20the%20European%20automotive%20industry,https://api.unpaywall.org/v2/10.1504%2Fejim.2023.131703,,,,Y,,,,,,,,,,,,,,fsts,,,source:wos,0,doi_found,,,3,market_return,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
1843,1943,Why Do Chinese Private Enterprises Seek Outward Foreign Direct Investment?,"Wang, Kui; Tao, Shuang",2023,CHINA & WORLD ECONOMY,10.1111/cwe.12497,https://doi.org/10.1111/cwe.12497,https://scholar.google.com/scholar?q=Why%20Do%20Chinese%20Private%20Enterprises%20Seek%20Outward%20Foreign%20Direct%20Investment%3F,https://openalex.org/works?search=Why%20Do%20Chinese%20Private%20Enterprises%20Seek%20Outward%20Foreign%20Direct%20Investment%3F,https://api.unpaywall.org/v2/10.1111%2Fcwe.12497,,,,UNSURE,,,,,,,,,,,,,,,,,source:wos,,doi_found,,auto:insufficient_evidence,,,,,,,,,,,,,,,,,,1_DOI_FIRST,,,,
